City,State,abbreviation,lat,lon,Region
Hoboken,New Jersey,NJ,40.7439905,-74.0323626,Northeast
Clifton,New Jersey,NJ,40.8584328,-74.1637553,Northeast
Plainfield,New Jersey,NJ,40.6337136,-74.4073736,Northeast
East Orange,New Jersey,NJ,40.767323,-74.2048677,Northeast
Vineland,New Jersey,NJ,39.4863773,-75.0259637,Northeast
West New York,New Jersey,NJ,40.7878788,-74.0143064,Northeast
Linden,New Jersey,NJ,40.6220478,-74.2445902,Northeast
Roswell,New Mexico,NM,33.3942655,-104.5230242,West
Albuquerque,New Mexico,NM,35.0853336,-106.6055534,West
Rio Rancho,New Mexico,NM,35.2327544,-106.6630437,West
Clovis,New Mexico,NM,34.4047987,-103.2052272,West
Santa Fe,New Mexico,NM,35.6869752,-105.937799,West
Las Cruces,New Mexico,NM,32.3199396,-106.7636538,West
Farmington,New Mexico,NM,36.7280583,-108.2186856,West
Buffalo,New York,NY,42.8864468,-78.8783689,Northeast
Mount Vernon,New York,NY,40.9125992,-73.8370786,Northeast
Schenectady,New York,NY,42.8142432,-73.9395687,Northeast
Binghamton,New York,NY,42.0986867,-75.9179738,Northeast
Albany,New York,NY,42.6525793,-73.7562317,Northeast
Rochester,New York,NY,43.16103,-77.6109219,Northeast
Yonkers,New York,NY,40.9312099,-73.8987469,Northeast
Niagara Falls,New York,NY,43.0962143,-79.0377388,Northeast
Hempstead,New York,NY,40.7062128,-73.6187397,Northeast
New Rochelle,New York,NY,40.9114882,-73.7823549,Northeast
Troy,New York,NY,42.7284117,-73.6917851,Northeast
Syracuse,New York,NY,43.0481221,-76.1474244,Northeast
Valley Stream,New York,NY,40.6642699,-73.7084645,Northeast
Freeport,New York,NY,40.6576022,-73.5831835,Northeast
White Plains,New York,NY,41.0339862,-73.7629097,Northeast
Utica,New York,NY,43.100903,-75.232664,Northeast
New York,New York,NY,40.7127837,-74.0059413,Northeast
Gastonia,North Carolina,NC,35.262082,-81.1873005,Midsouth
Greenville,North Carolina,NC,35.612661,-77.3663538,Midsouth
Concord,North Carolina,NC,35.4087517,-80.579511,Midsouth
Chapel Hill,North Carolina,NC,35.9131996,-79.0558445,Midsouth
Raleigh,North Carolina,NC,35.7795897,-78.6381787,Midsouth
Cary,North Carolina,NC,35.79154,-78.7811169,Midsouth
Huntersville,North Carolina,NC,35.410694,-80.8428504,Midsouth
Wilmington,North Carolina,NC,34.2257255,-77.9447102,Midsouth
Wilson,North Carolina,NC,35.7212689,-77.9155395,Midsouth
Rocky Mount,North Carolina,NC,35.9382103,-77.7905339,Midsouth
Durham,North Carolina,NC,35.9940329,-78.898619,Midsouth
Greensboro,North Carolina,NC,36.0726354,-79.7919754,Midsouth
Apex,North Carolina,NC,35.732652,-78.8502856,Midsouth
Burlington,North Carolina,NC,36.0956918,-79.4377991,Midsouth
Fayetteville,North Carolina,NC,35.0526641,-78.8783585,Midsouth
Charlotte,North Carolina,NC,35.2270869,-80.8431267,Midsouth
Kannapolis,North Carolina,NC,35.4873613,-80.6217341,Midsouth
High Point,North Carolina,NC,35.9556923,-80.0053176,Midsouth
Hickory,North Carolina,NC,35.7344538,-81.3444573,Midsouth
Winston-Salem,North Carolina,NC,36.0998596,-80.244216,Midsouth
Asheville,North Carolina,NC,35.5950581,-82.5514869,Midsouth
Grand Forks,North Dakota,ND,47.9252568,-97.0328547,Plains
Fargo,North Dakota,ND,46.8771863,-96.7898034,Plains
Minot,North Dakota,ND,48.2329668,-101.2922906,Plains
Bismarck,North Dakota,ND,46.8083268,-100.7837392,Plains
Columbus,Ohio,OH,32.4609764,-84.9877094,Great Lakes
Cleveland,Ohio,OH,41.49932,-81.6943605,Great Lakes
Lima,Ohio,OH,40.742551,-84.1052256,Great Lakes
Lancaster,Ohio,OH,39.7136754,-82.5993294,Great Lakes
Kettering,Ohio,OH,39.6895036,-84.1688274,Great Lakes
Columbus,Ohio,OH,39.9611755,-82.9987942,Great Lakes
Cuyahoga Falls,Ohio,OH,41.1339449,-81.4845585,Great Lakes
Grove City,Ohio,OH,39.8814519,-83.0929644,Great Lakes
Fairfield,Ohio,OH,39.3454673,-84.5603187,Great Lakes
Parma,Ohio,OH,41.4047742,-81.7229086,Great Lakes
Cincinnati,Ohio,OH,39.1031182,-84.5120196,Great Lakes
Toledo,Ohio,OH,41.6639383,-83.555212,Great Lakes
Youngstown,Ohio,OH,41.0997803,-80.6495194,Great Lakes
Mansfield,Ohio,OH,40.75839,-82.5154471,Great Lakes
Dublin,Ohio,OH,40.0992294,-83.1140771,Great Lakes
Findlay,Ohio,OH,41.04422,-83.6499321,Great Lakes
Strongsville,Ohio,OH,41.3144966,-81.83569,Great Lakes
Dayton,Ohio,OH,39.7589478,-84.1916069,Great Lakes
Euclid,Ohio,OH,41.5931049,-81.5267873,Great Lakes
Warren,Ohio,OH,41.2375569,-80.8184166,Great Lakes
Huber Heights,Ohio,OH,39.843947,-84.1246608,Great Lakes
Hamilton,Ohio,OH,39.3995008,-84.5613355,Great Lakes
Springfield,Ohio,OH,39.9242266,-83.8088171,Great Lakes
Mentor,Ohio,OH,41.6661573,-81.339552,Great Lakes
Elyria,Ohio,OH,41.3683798,-82.1076486,Great Lakes
Middletown,Ohio,OH,39.5150576,-84.3982763,Great Lakes
Newark,Ohio,OH,40.0581205,-82.4012642,Great Lakes
Westerville,Ohio,OH,40.1261743,-82.9290696,Great Lakes
Akron,Ohio,OH,41.0814447,-81.5190053,Great Lakes
Lorain,Ohio,OH,41.452819,-82.1823746,Great Lakes
Beavercreek,Ohio,OH,39.7092262,-84.0632685,Great Lakes
Lakewood,Ohio,OH,41.4819932,-81.7981908,Great Lakes
Canton,Ohio,OH,40.7989473,-81.378447,Great Lakes
Cleveland Heights,Ohio,OH,41.5200518,-81.556235,Great Lakes
Tulsa,Oklahoma,OK,36.1539816,-95.992775,South Central
Oklahoma City,Oklahoma,OK,35.4675602,-97.5164276,South Central
Lawton,Oklahoma,OK,34.6035669,-98.3959291,South Central
Broken Arrow,Oklahoma,OK,36.060949,-95.7974526,South Central
Muskogee,Oklahoma,OK,35.7478769,-95.3696909,South Central
Stillwater,Oklahoma,OK,36.1156071,-97.0583681,South Central
Midwest City,Oklahoma,OK,35.4495065,-97.3967019,South Central
Edmond,Oklahoma,OK,35.6528323,-97.4780954,South Central
Enid,Oklahoma,OK,36.3955891,-97.8783911,South Central
Norman,Oklahoma,OK,35.2225668,-97.4394777,South Central
Moore,Oklahoma,OK,35.3395079,-97.4867028,South Central
Portland,Oregon,OR,45.5230622,-122.6764816,West
Salem,Oregon,OR,44.9428975,-123.0350963,West
Tigard,Oregon,OR,45.4312294,-122.7714861,West
Eugene,Oregon,OR,44.0520691,-123.0867536,West
Beaverton,Oregon,OR,45.487062,-122.8037102,West
Hillsboro,Oregon,OR,45.5228939,-122.989827,West
Lake Oswego,Oregon,OR,45.4206749,-122.6706498,West
Bend,Oregon,OR,44.0581728,-121.3153096,West
Medford,Oregon,OR,42.3265152,-122.8755949,West
Albany,Oregon,OR,44.6365107,-123.1059282,West
Keizer,Oregon,OR,44.9901194,-123.0262077,West
Springfield,Oregon,OR,44.0462362,-123.0220289,West
Corvallis,Oregon,OR,44.5645659,-123.2620435,West
Gresham,Oregon,OR,45.5001357,-122.4302013,West
Allentown,Pennsylvania,PA,40.6084305,-75.4901833,Northeast
Philadelphia,Pennsylvania,PA,39.9525839,-75.1652215,Northeast
Lancaster,Pennsylvania,PA,40.0378755,-76.3055144,Northeast
Erie,Pennsylvania,PA,42.1292241,-80.085059,Northeast
Harrisburg,Pennsylvania,PA,40.2731911,-76.8867008,Northeast
State College,Pennsylvania,PA,40.7933949,-77.8600012,Northeast
Wilkes-Barre,Pennsylvania,PA,41.2459149,-75.8813075,Northeast
York,Pennsylvania,PA,39.9625984,-76.727745,Northeast
Scranton,Pennsylvania,PA,41.408969,-75.6624122,Northeast
Bethlehem,Pennsylvania,PA,40.6259316,-75.3704579,Northeast
Reading,Pennsylvania,PA,40.3356483,-75.9268747,Northeast
Altoona,Pennsylvania,PA,40.5186809,-78.3947359,Northeast
Pittsburgh,Pennsylvania,PA,40.4406248,-79.9958864,Northeast
East Providence,Rhode Island,RI,41.8137116,-71.3700545,Northeast
Woonsocket,Rhode Island,RI,42.0028761,-71.5147839,Northeast
Cranston,Rhode Island,RI,41.7798226,-71.4372796,Northeast
Warwick,Rhode Island,RI,41.7001009,-71.4161671,Northeast
Pawtucket,Rhode Island,RI,41.878711,-71.3825558,Northeast
Providence,Rhode Island,RI,41.8239891,-71.4128343,Northeast
Columbia,South Carolina,SC,34.0007104,-81.0348144,Southeast
Mount Pleasant,South Carolina,SC,32.8323225,-79.8284258,Southeast
Greenville,South Carolina,SC,34.8526176,-82.3940104,Southeast
Spartanburg,South Carolina,SC,34.9495672,-81.9320482,Southeast
Florence,South Carolina,SC,34.1954331,-79.7625625,Southeast
Charleston,South Carolina,SC,32.7764749,-79.9310512,Southeast
Goose Creek,South Carolina,SC,32.9810059,-80.0325867,Southeast
North Charleston,South Carolina,SC,32.8546197,-79.9748103,Southeast
Sumter,South Carolina,SC,33.9204354,-80.3414693,Southeast
Rock Hill,South Carolina,SC,34.9248667,-81.0250784,Southeast
Hilton Head Island,South Carolina,SC,32.216316,-80.752608,Southeast
Summerville,South Carolina,SC,33.0185039,-80.1756481,Southeast
Rapid City,South Dakota,SD,44.0805434,-103.2310149,Plains
Sioux Falls,South Dakota,SD,43.5445959,-96.7311034,Plains
Kingsport,Tennessee,TN,36.548434,-82.5618186,Midsouth
Franklin,Tennessee,TN,35.9250637,-86.8688899,Midsouth
Bartlett,Tennessee,TN,35.2045328,-89.8739753,Midsouth
Nashville,Tennessee,TN,36.1626638,-86.7816016,Midsouth
Collierville,Tennessee,TN,35.042036,-89.6645266,Midsouth
Chattanooga,Tennessee,TN,35.0456297,-85.3096801,Midsouth
Jackson,Tennessee,TN,35.6145169,-88.8139469,Midsouth
Johnson City,Tennessee,TN,36.3134397,-82.3534727,Midsouth
Clarksville,Tennessee,TN,36.5297706,-87.3594528,Midsouth
Knoxville,Tennessee,TN,35.9606384,-83.9207392,Midsouth
Murfreesboro,Tennessee,TN,35.8456213,-86.39027,Midsouth
Germantown,Tennessee,TN,35.0867577,-89.8100858,Midsouth
Memphis,Tennessee,TN,35.1495343,-90.0489801,Midsouth
Cleveland,Tennessee,TN,35.1595182,-84.8766115,Midsouth
Brentwood,Tennessee,TN,36.0331164,-86.7827772,Midsouth
Smyrna,Tennessee,TN,35.9828412,-86.5186045,Midsouth
Hendersonville,Tennessee,TN,36.3047735,-86.6199957,Midsouth
Lubbock,Texas,TX,33.5778631,-101.8551665,South Central
Rowlett,Texas,TX,32.9029017,-96.56388,South Central
North Richland Hills,Texas,TX,32.8342952,-97.2289029,South Central
Dallas,Texas,TX,32.7766642,-96.7969879,South Central
Texarkana,Texas,TX,33.425125,-94.0476882,South Central
The Colony,Texas,TX,33.0806083,-96.8928309,South Central
Pearland,Texas,TX,29.5635666,-95.2860474,South Central
Conroe,Texas,TX,30.3118769,-95.4560512,South Central
San Antonio,Texas,TX,29.4241219,-98.4936282,South Central
Baytown,Texas,TX,29.7355047,-94.9774274,South Central
Mission,Texas,TX,26.2159066,-98.3252932,South Central
Allen,Texas,TX,33.1031744,-96.6705503,South Central
Abilene,Texas,TX,32.4487364,-99.7331439,South Central
Wichita Falls,Texas,TX,33.9137085,-98.4933873,South Central
Missouri City,Texas,TX,29.6185669,-95.5377215,South Central
Pharr,Texas,TX,26.1947962,-98.1836216,South Central
Midland,Texas,TX,31.9973456,-102.0779146,South Central
Rockwall,Texas,TX,32.9312336,-96.4597089,South Central
DeSoto,Texas,TX,32.5896998,-96.8570738,South Central
Brownsville,Texas,TX,25.9017472,-97.4974838,South Central
Flower Mound,Texas,TX,33.0145673,-97.0969552,South Central
Grapevine,Texas,TX,32.9342919,-97.0780654,South Central
Mansfield,Texas,TX,32.5631924,-97.1416768,South Central
Austin,Texas,TX,30.267153,-97.7430608,South Central
Bedford,Texas,TX,32.844017,-97.1430671,South Central
Harlingen,Texas,TX,26.1906306,-97.6961026,South Central
Denton,Texas,TX,33.2148412,-97.1330683,South Central
Galveston,Texas,TX,29.3013479,-94.7976958,South Central
Laredo,Texas,TX,27.5305671,-99.4803241,South Central
Haltom City,Texas,TX,32.7995738,-97.2691817,South Central
Sugar Land,Texas,TX,29.6196787,-95.6349463,South Central
Duncanville,Texas,TX,32.6518004,-96.9083366,South Central
Lancaster,Texas,TX,32.5920798,-96.7561082,South Central
Weslaco,Texas,TX,26.1595194,-97.9908366,South Central
San Angelo,Texas,TX,31.4637723,-100.4370375,South Central
McAllen,Texas,TX,26.2034071,-98.2300124,South Central
McKinney,Texas,TX,33.1972465,-96.6397822,South Central
Killeen,Texas,TX,31.1171194,-97.7277959,South Central
Amarillo,Texas,TX,35.2219971,-101.8312969,South Central
Longview,Texas,TX,32.5007037,-94.7404891,South Central
Grand Prairie,Texas,TX,32.7459645,-96.9977846,South Central
Mesquite,Texas,TX,32.7667955,-96.5991593,South Central
Garland,Texas,TX,32.912624,-96.6388833,South Central
Port Arthur,Texas,TX,29.8849504,-93.939947,South Central
Burleson,Texas,TX,32.5420821,-97.3208492,South Central
Frisco,Texas,TX,33.1506744,-96.8236116,South Central
Richardson,Texas,TX,32.9483335,-96.7298519,South Central
San Marcos,Texas,TX,29.8832749,-97.9413941,South Central
New Braunfels,Texas,TX,29.7030024,-98.1244531,South Central
Irving,Texas,TX,32.8140177,-96.9488945,South Central
Houston,Texas,TX,29.7604267,-95.3698028,South Central
Beaumont,Texas,TX,30.080174,-94.1265562,South Central
Odessa,Texas,TX,31.8456816,-102.3676431,South Central
Georgetown,Texas,TX,30.6332618,-97.6779842,South Central
Keller,Texas,TX,32.9341893,-97.229298,South Central
Euless,Texas,TX,32.8370727,-97.0819541,South Central
Pasadena,Texas,TX,29.6910625,-95.2091006,South Central
El Paso,Texas,TX,31.7775757,-106.4424559,South Central
Edinburg,Texas,TX,26.3017374,-98.1633432,South Central
Texas City,Texas,TX,29.383845,-94.9027002,South Central
Temple,Texas,TX,31.0982344,-97.342782,South Central
Pflugerville,Texas,TX,30.4393696,-97.6200043,South Central
Victoria,Texas,TX,28.8052674,-97.0035982,South Central
Wylie,Texas,TX,33.0151201,-96.5388789,South Central
Carrollton,Texas,TX,32.9756415,-96.8899636,South Central
Huntsville,Texas,TX,30.7235263,-95.5507771,South Central
Round Rock,Texas,TX,30.5082551,-97.678896,South Central
Friendswood,Texas,TX,29.5293998,-95.2010447,South Central
Cedar Park,Texas,TX,30.505198,-97.8202888,South Central
Bryan,Texas,TX,30.6743643,-96.3699632,South Central
Hurst,Texas,TX,32.8234621,-97.1705678,South Central
Plano,Texas,TX,33.0198431,-96.6988856,South Central
Coppell,Texas,TX,32.9545687,-97.0150078,South Central
College Station,Texas,TX,30.627977,-96.3344068,South Central
Sherman,Texas,TX,33.6356618,-96.6088805,South Central
Fort Worth,Texas,TX,32.7554883,-97.3307658,South Central
Tyler,Texas,TX,32.3512601,-95.3010624,South Central
Waco,Texas,TX,31.549333,-97.1466695,South Central
Arlington,Texas,TX,32.735687,-97.1080656,South Central
Lewisville,Texas,TX,33.046233,-96.994174,South Central
League City,Texas,TX,29.5074538,-95.0949303,South Central
Cedar Hill,Texas,TX,32.5884689,-96.9561152,South Central
Corpus Christi,Texas,TX,27.8005828,-97.396381,South Central
West Tex,Texas,TX,31.8023,-97.091,South Central
California,Total,,,,California
Great Lakes,Total,,,,Great Lakes
Midsouth,Total,,,,Midsouth
Northeast,Total,,,,Northeast
Plains,Total,,,,Plains
South Carolina,Total,,,,South Carolina
South Central,Total,,,,South Central
Southeast,Total,,,,Southeast
Total U.S.,Total,,,,Total U.S.
West,Total,,,,West
Logan,Utah,UT,41.7369803,-111.8338359,West
South Jordan,Utah,UT,40.5621704,-111.929658,West
Bountiful,Utah,UT,40.8893895,-111.880771,West
Provo,Utah,UT,40.2338438,-111.6585337,West
Spanish Fork,Utah,UT,40.114955,-111.654923,West
Taylorsville,Utah,UT,40.6677248,-111.9388258,West
Riverton,Utah,UT,40.521893,-111.9391023,West
Lehi,Utah,UT,40.3916172,-111.8507662,West
Ogden,Utah,UT,41.223,-111.9738304,West
Layton,Utah,UT,41.0602216,-111.9710529,West
Murray,Utah,UT,40.6668916,-111.8879909,West
Sandy,Utah,UT,40.5649781,-111.8389726,West
West Valley City,Utah,UT,40.6916132,-112.0010501,West
Orem,Utah,UT,40.2968979,-111.6946475,West
Roy,Utah,UT,41.1616108,-112.0263313,West
Draper,Utah,UT,40.5246711,-111.8638226,West
St. George,Utah,UT,37.0965278,-113.5684164,West
West Jordan,Utah,UT,40.6096698,-111.9391031,West
Salt Lake City,Utah,UT,40.7607793,-111.8910474,West
Burlington,Vermont,VT,44.4758825,-73.212072,Northeast
Leesburg,Virginia,VA,39.1156615,-77.5636015,Midsouth
Blacksburg,Virginia,VA,37.2295733,-80.4139393,Midsouth
Lynchburg,Virginia,VA,37.4137536,-79.1422464,Midsouth
Charlottesville,Virginia,VA,38.0293059,-78.4766781,Midsouth
Newport News,Virginia,VA,37.0870821,-76.4730122,Midsouth
Chesapeake,Virginia,VA,36.7682088,-76.2874927,Midsouth
Portsmouth,Virginia,VA,36.8354258,-76.2982742,Midsouth
Norfolk,Virginia,VA,36.8507689,-76.2858726,Midsouth
Harrisonburg,Virginia,VA,38.4495688,-78.8689155,Midsouth
Roanoke,Virginia,VA,37.2709704,-79.9414266,Midsouth
Danville,Virginia,VA,36.5859718,-79.3950228,Midsouth
Manassas,Virginia,VA,38.7509488,-77.4752667,Midsouth
Suffolk,Virginia,VA,36.7282054,-76.5835621,Midsouth
Alexandria,Virginia,VA,38.8048355,-77.0469214,Midsouth
Hampton,Virginia,VA,37.0298687,-76.3452218,Midsouth
Richmond,Virginia,VA,37.5407246,-77.4360481,Midsouth
Virginia Beach,Virginia,VA,36.8529263,-75.977985,Midsouth
Marysville,Washington,WA,48.0517637,-122.1770818,West
Spokane,Washington,WA,47.6587802,-117.4260466,West
Kennewick,Washington,WA,46.2112458,-119.1372338,West
Bellingham,Washington,WA,48.74908,-122.4781473,West
Lakewood,Washington,WA,47.1717649,-122.518458,West
Burien,Washington,WA,47.4703767,-122.3467918,West
Puyallup,Washington,WA,47.1853785,-122.2928974,West
Bremerton,Washington,WA,47.5673202,-122.6329356,West
Shoreline,Washington,WA,47.7556531,-122.3415178,West
Edmonds,Washington,WA,47.8106521,-122.3773552,West
Kent,Washington,WA,47.3809335,-122.2348431,West
Spokane Valley,Washington,WA,47.6732281,-117.2393748,West
Lacey,Washington,WA,47.0342629,-122.8231915,West
Yakima,Washington,WA,46.6020711,-120.5058987,West
Everett,Washington,WA,47.9789848,-122.2020794,West
Vancouver,Washington,WA,45.6387281,-122.6614861,West
Seattle,Washington,WA,47.6062095,-122.3320708,West
Bellevue,Washington,WA,47.610377,-122.2006786,West
Richland,Washington,WA,46.2856907,-119.2844621,West
Auburn,Washington,WA,47.3073228,-122.2284532,West
Renton,Washington,WA,47.4828776,-122.2170661,West
Kirkland,Washington,WA,47.6814875,-122.2087353,West
Sammamish,Washington,WA,47.6162683,-122.0355736,West
Tacoma,Washington,WA,47.2528768,-122.4442906,West
Pasco,Washington,WA,46.2395793,-119.1005657,West
Redmond,Washington,WA,47.6739881,-122.121512,West
Federal Way,Washington,WA,47.3223221,-122.3126222,West
Olympia,Washington,WA,47.0378741,-122.9006951,West
Huntington,West Virginia,WV,38.4192496,-82.445154,Midsouth
Charleston,West Virginia,WV,38.3498195,-81.6326234,Midsouth
New Berlin,Wisconsin,WI,42.9764027,-88.1084224,Great Lakes
La Crosse,Wisconsin,WI,43.8013556,-91.2395807,Great Lakes
West Allis,Wisconsin,WI,43.0166806,-88.0070315,Great Lakes
Waukesha,Wisconsin,WI,43.0116784,-88.2314813,Great Lakes
Wausau,Wisconsin,WI,44.9591352,-89.6301221,Great Lakes
Fond du Lac,Wisconsin,WI,43.7730448,-88.4470508,Great Lakes
Brookfield,Wisconsin,WI,43.0605671,-88.1064787,Great Lakes
Eau Claire,Wisconsin,WI,44.811349,-91.4984941,Great Lakes
Greenfield,Wisconsin,WI,42.9614039,-88.0125865,Great Lakes
Kenosha,Wisconsin,WI,42.5847425,-87.8211854,Great Lakes
Beloit,Wisconsin,WI,42.5083482,-89.0317765,Great Lakes
Appleton,Wisconsin,WI,44.2619309,-88.4153847,Great Lakes
Wauwatosa,Wisconsin,WI,43.0494572,-88.0075875,Great Lakes
Racine,Wisconsin,WI,42.7261309,-87.7828523,Great Lakes
Milwaukee,Wisconsin,WI,43.0389025,-87.9064736,Great Lakes
Oshkosh,Wisconsin,WI,44.0247062,-88.5426136,Great Lakes
Sheboygan,Wisconsin,WI,43.7508284,-87.71453,Great Lakes
Madison,Wisconsin,WI,43.0730517,-89.4012302,Great Lakes
Janesville,Wisconsin,WI,42.6827885,-89.0187222,Great Lakes
Green Bay,Wisconsin,WI,44.519159,-88.019826,Great Lakes
Cheyenne,Wyoming,WY,41.1399814,-104.8202462,West
Casper,Wyoming,WY,42.866632,-106.313081,West
